stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\Users\Kanjiklub\Documents\GitHub\JA_PROJ\Zrodla\MAIN\x64\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.06470] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06472] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06474] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06476] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06478] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06481] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06482] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06485] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06487] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06489] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06491] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06493] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06495] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06497] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06499] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06502] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06504] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06506] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06508] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06510] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06512] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06514] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06520] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06522] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06524] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06527] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06528] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06531] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06533] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06535] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06537] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06539] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06541] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06544] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06545] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06548] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06550] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06552] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06554] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06556] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06558] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06561] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06563] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06565] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06567] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06569] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06571] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06573] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06575] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06578] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06579] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06582] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06587] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06590] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06592] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06594] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06596] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06599] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06600] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06603] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06605] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06607] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06609] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06611] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06613] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.06615] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06617] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06620] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06622] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06624] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06626] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06628] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06630] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06633] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06634] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06637] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06639] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06641] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.06643] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.06645] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.06655] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.06776] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.06780] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.10943] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.15582] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.15586] Success
d3d      D         d3d_disp.cpp:1691 d3d_create_display_internals     [   0.15590] Resumed after wait.
d3d      I         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.15599] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1755 d3d_create_display_internals     [   0.15603] Returning d3d_display: 0000011B46A1F280
d3d      D         d3d_disp.cpp:1780 d3d_create_display_locked        [   0.15606] al_display=0000011B46A1F280
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.15608] al_display->vt=0000011B46A7EB50
system   D            wsystem.c:802  maybe_parent_dir                 [   0.15627] Also searching D:\Users\Kanjiklub\Documents\GitHub\JA_PROJ\Zrodla\MAIN\x64\
system   D            wsystem.c:852  _al_win_safe_load_library        [   0.15669] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:763  load_library_at_path             [   0.15672] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:766  load_library_at_path             [   0.15957] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.15964] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.15973] added dtor for queue 0000011B4798F3F0, func 00007FF884EB1519
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.15978] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.16030] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.16032]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.16035] added dtor for ttf_font 0000011B47AC15E0, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16049] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16052] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16053] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16055] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16057] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16059] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16061] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16062] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.16064] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.16066] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.16068] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.16070] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.16072] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.16271] Glyph 69: 22x37 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.16275] Locking glyph region: 0000011B47AD10C0 0 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.17324] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17337] Glyph 100: 15x27 (16x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17340] Locking glyph region: 0000011B47AD10C0 24 0 16 28
font     D                ttf.c:166  unlock_current_page              [   0.17362] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17371] Glyph 99: 26x28 (28x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17375] Locking glyph region: 0000011B47AD10C0 40 0 28 28
font     D                ttf.c:166  unlock_current_page              [   0.17392] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17404] Glyph 101: 18x28 (20x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17407] Locking glyph region: 0000011B47AD10C0 68 0 20 28
font     D                ttf.c:166  unlock_current_page              [   0.17415] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17422] Glyph 108: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17424] Locking glyph region: 0000011B47AD10C0 88 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.17431] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17438] Glyph 89: 23x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17440] Locking glyph region: 0000011B47AD10C0 112 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.17447] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:445  cache_glyph                      [   0.17452] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   0.17460] Glyph 105: 38x27 (40x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17464] Locking glyph region: 0000011B47AD10C0 136 0 40 28
font     D                ttf.c:166  unlock_current_page              [   0.17475] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17483] Glyph 95: 20x39 (20x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.17487] Locking glyph region: 0000011B47AD10C0 176 0 20 40
font     D                ttf.c:166  unlock_current_page              [   0.17497] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17512] Glyph 86: 22x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17518] Locking glyph region: 0000011B47AD10C0 196 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.17527] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17533] Glyph 87: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17536] Locking glyph region: 0000011B47AD10C0 220 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.17543] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17551] Glyph 245: 24x39 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.17554] Locking glyph region: 0000011B47AD10C0 244 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.17562] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17568] Glyph 96: 6x39 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.17571] Locking glyph region: 0000011B47AD10C0 268 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.17577] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17583] Glyph 93: 6x37 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.17585] Locking glyph region: 0000011B47AD10C0 276 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.17592] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17599] Glyph 98: 22x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17601] Locking glyph region: 0000011B47AD10C0 284 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.17608] Unlocking page: 0000011B47AD10C0
font     D                ttf.c:242  alloc_glyph_region               [   0.17616] Glyph 97: 37x27 (40x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.17620] Locking glyph region: 0000011B47AD10C0 308 0 40 28
font     D                ttf.c:166  unlock_current_page              [   0.17627] Unlocking page: 0000011B47AD10C0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.17634] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.17677] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.17680]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17682] added dtor for ttf_font 0000011B47AC1880, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17692] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17694] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17696] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17697] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17699] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17701] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17703] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17704] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.17706] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.17708] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.17710] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.17712] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.17714] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.17937] Glyph 57: 30x37 (32x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.17941] Locking glyph region: 0000011B47AD9490 0 0 32 40
font     D                ttf.c:166  unlock_current_page              [   0.18197] Unlocking page: 0000011B47AD9490
font     D                ttf.c:242  alloc_glyph_region               [   0.18208] Glyph 54: 32x36 (32x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.18211] Locking glyph region: 0000011B47AD9490 32 0 32 36
font     D                ttf.c:166  unlock_current_page              [   0.18235] Unlocking page: 0000011B47AD9490
font     D                ttf.c:242  alloc_glyph_region               [   0.18244] Glyph 65: 19x36 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.18247] Locking glyph region: 0000011B47AD9490 64 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.18284] Unlocking page: 0000011B47AD9490
font     D                ttf.c:242  alloc_glyph_region               [   0.18290] Glyph 58: 20x36 (20x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.18292] Locking glyph region: 0000011B47AD9490 84 0 20 36
font     D                ttf.c:166  unlock_current_page              [   0.18304] Unlocking page: 0000011B47AD9490
font     D                ttf.c:242  alloc_glyph_region               [   0.18310] Glyph 63: 14x36 (16x36)
font     D                ttf.c:286  alloc_glyph_region               [   0.18312] Locking glyph region: 0000011B47AD9490 104 0 16 36
font     D                ttf.c:166  unlock_current_page              [   0.18319] Unlocking page: 0000011B47AD9490
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.18323] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.18364] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.18366]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.18369] added dtor for ttf_font 0000011B47AC0E70, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18379] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18381] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18383] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18385] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18386] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18388] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18390] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18392] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.18394] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.18395] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.18397] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.18399] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.18401] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.18603] Glyph 69: 22x37 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.18608] Locking glyph region: 0000011B47AE0B50 0 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.18852] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.18864] Glyph 100: 15x27 (16x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.18866] Locking glyph region: 0000011B47AE0B50 24 0 16 28
font     D                ttf.c:166  unlock_current_page              [   0.18875] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.18881] Glyph 108: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.18883] Locking glyph region: 0000011B47AE0B50 40 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.18891] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.18901] Glyph 89: 23x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.18905] Locking glyph region: 0000011B47AE0B50 64 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.18915] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.18927] Glyph 240: 24x40 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.18930] Locking glyph region: 0000011B47AE0B50 88 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.18940] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.18948] Glyph 96: 6x39 (8x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.18952] Locking glyph region: 0000011B47AE0B50 112 0 8 40
font     D                ttf.c:166  unlock_current_page              [   0.18961] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.18972] Glyph 86: 22x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.18975] Locking glyph region: 0000011B47AE0B50 120 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.18984] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.18995] Glyph 88: 24x39 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.18998] Locking glyph region: 0000011B47AE0B50 144 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.19006] Unlocking page: 0000011B47AE0B50
font     D                ttf.c:242  alloc_glyph_region               [   0.19013] Glyph 94: 15x49 (16x52)
font     D                ttf.c:286  alloc_glyph_region               [   0.19015] Locking glyph region: 0000011B47AE0B50 168 0 16 52
font     D                ttf.c:166  unlock_current_page              [   0.19022] Unlocking page: 0000011B47AE0B50
dtor     D               dtor.c:196  _al_register_destructor          [   0.19027] added dtor for queue 0000011B4798F720, func 00007FF884EB1519
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.19031] opening res/Segan.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   0.19078] Font res/Segan.ttf loaded with pixel size 0 x 50.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   0.19080]     ascent=38.0, descent=-13.0, height=50.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.19083] added dtor for ttf_font 0000011B47AE2690, func 00007FF8CE54119F
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19092] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19094] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19096] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19098] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19099] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19101] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19103] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19105] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.19106] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.19108] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.19110] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.19112] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   0.19114] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   0.19313] Glyph 69: 22x37 (24x40)
font     D                ttf.c:286  alloc_glyph_region               [   0.19318] Locking glyph region: 0000011B47AE89B0 0 0 24 40
font     D                ttf.c:166  unlock_current_page              [   0.19554] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19565] Glyph 100: 15x27 (16x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19567] Locking glyph region: 0000011B47AE89B0 24 0 16 28
font     D                ttf.c:166  unlock_current_page              [   0.19575] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19582] Glyph 99: 26x28 (28x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19584] Locking glyph region: 0000011B47AE89B0 40 0 28 28
font     D                ttf.c:166  unlock_current_page              [   0.19591] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19599] Glyph 101: 18x28 (20x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19601] Locking glyph region: 0000011B47AE89B0 68 0 20 28
font     D                ttf.c:166  unlock_current_page              [   0.19607] Unlocking page: 0000011B47AE89B0
font     D                ttf.c:242  alloc_glyph_region               [   0.19613] Glyph 108: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   0.19615] Locking glyph region: 0000011B47AE89B0 88 0 24 28
font     D                ttf.c:166  unlock_current_page              [   0.19622] Unlocking page: 0000011B47AE89B0
